# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
66             	U              	(-5.05079381e-01 -1.55929905e-01 -4.76763125e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.17222140e+00 3.81748852e-01 1.62887436e-19)	(-5.88998071e-02 1.49714178e+00 0.00000000e+00)
67             	p              	-7.03065753e-01	(2.87998357e+00 -5.73373143e-01 0.00000000e+00)	5.49893607e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
67             	U              	(-4.07740346e-01 -2.50755669e-01 -4.11389614e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.15987799e+00 3.13337309e-01 1.64585954e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
68             	p              	-7.09717526e-01	(2.91369687e+00 -3.45348481e-01 -2.86609245e-17)	5.49267092e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
68             	U              	(-3.69918902e-01 -3.12295390e-01 -3.73309950e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.15793318e+00 3.09259532e-01 1.79453994e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
69             	p              	-7.09547577e-01	(3.07827514e+00 -3.53327276e-01 -2.63523416e-17)	5.48364922e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
69             	U              	(-3.84001782e-01 -3.66435978e-01 -6.09713635e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.21866719e+00 2.60045281e-01 2.29605143e-19)	(3.67300489e+00 -1.66599805e+00 2.58935726e-17)
70             	p              	-7.02643136e-01	(3.07827514e+00 -3.53327276e-01 -2.63523416e-17)	5.47205533e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
70             	U              	(-3.41556310e-01 -4.20873448e-01 -6.11573614e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.24214692e+00 2.52821185e-01 2.35537816e-19)	(3.67300489e+00 -1.66599805e+00 2.58935726e-17)
71             	p              	-6.91011831e-01	(3.27450028e+00 -3.53071347e-01 -1.23400670e-17)	5.45682451e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
71             	U              	(-3.02597365e-01 -4.63085158e-01 -5.82227000e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.19192060e+00 2.17195149e-01 2.45691150e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
72             	p              	-6.82290476e-01	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	5.43751744e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
72             	U              	(-2.69952652e-01 -4.91930786e-01 -5.28434433e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.18909461e+00 2.00742093e-01 2.96820056e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
73             	p              	-6.67884474e-01	(3.49299522e+00 -1.17804796e-01 2.60108591e-17)	5.42412630e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
73             	U              	(-2.45557442e-01 -5.07399251e-01 -4.57324933e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.18885203e+00 1.82635915e-01 3.36728770e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
74             	p              	-6.50265609e-01	(3.70398946e+00 -1.17711385e-01 0.00000000e+00)	5.41541352e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
74             	U              	(-2.47981607e-01 -5.42530587e-01 -5.90770626e-19)	(2.66190925e+00 1.04815135e-01 1.11009894e-17)	(1.19952473e+00 2.53840577e-01 4.56915647e-19)	(4.03106114e+00 -1.46441203e+00 1.23526421e-17)
75             	p              	-6.30788763e-01	(3.90812275e+00 -3.52244937e-01 0.00000000e+00)	5.41330021e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
75             	U              	(-2.35181503e-01 -5.65242467e-01 -4.90831068e-19)	(2.66190925e+00 1.04815135e-01 1.11009894e-17)	(1.21416861e+00 3.56011097e-01 6.22333928e-19)	(5.12607224e+00 -1.85318748e+00 0.00000000e+00)
76             	p              	-6.09988570e-01	(4.13525400e+00 -3.51948699e-01 0.00000000e+00)	5.42013148e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
76             	U              	(-2.33644572e-01 -5.74873170e-01 -3.59353033e-19)	(2.66190925e+00 1.04815135e-01 1.11009894e-17)	(1.24817403e+00 3.46468897e-01 5.77044597e-19)	(5.12607224e+00 -1.85318748e+00 0.00000000e+00)
77             	p              	-5.88100539e-01	(4.37084432e+00 -3.51641427e-01 3.24975836e-17)	5.42861695e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
77             	U              	(-2.14004237e-01 -5.72644129e-01 -1.33947907e-18)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.34322556e+00 2.42951405e-01 3.86590197e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
78             	p              	-5.65740205e-01	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	5.43563637e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
78             	U              	(-2.24647532e-01 -5.90399647e-01 -7.14160151e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.37319311e+00 2.12450137e-01 4.15217008e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
79             	p              	-5.43283303e-01	(4.86867407e+00 -3.50992127e-01 -1.99869807e-17)	5.44211164e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
79             	U              	(-2.82662511e-01 -5.98710034e-01 -3.71596128e-19)	(3.87482780e+00 5.84905371e-01 0.00000000e+00)	(1.35158628e+00 2.78618574e-01 3.57112338e-19)	(5.12607224e+00 -1.85318748e+00 0.00000000e+00)
80             	p              	-5.42595391e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.44319870e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
80             	U              	(-2.55934922e-01 -5.56339262e-01 -3.91932854e-19)	(3.07827514e+00 3.53327276e-01 2.63523416e-17)	(1.41509202e+00 1.27673134e-01 4.42784794e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
81             	p              	-5.46397851e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.43923721e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
81             	U              	(-2.42243743e-01 -5.70819823e-01 -4.62371281e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.41657962e+00 7.30010827e-02 4.27879401e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
82             	p              	-5.47341911e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.42748649e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
82             	U              	(-2.29082170e-01 -5.16039826e-01 -6.21342758e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.22134298e+00 4.02562230e-01 9.69241964e-19)	(-2.76149616e-01 1.38772196e+00 0.00000000e+00)
83             	p              	-5.45849719e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.40744386e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
83             	U              	(-2.29220265e-01 -4.68487890e-01 -7.79085125e-19)	(5.90232392e+00 8.08395455e-01 0.00000000e+00)	(1.28859983e+00 2.32991708e-01 2.90875658e-19)	(6.54337798e+00 -2.41493037e+00 1.58415577e-17)
84             	p              	-5.41777419e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.38385886e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
84             	U              	(-1.58482289e-01 -5.44025452e-01 -3.26485209e-19)	(5.98051524e+00 3.49541994e-01 -1.82098310e-17)	(1.28658699e+00 2.56697542e-01 2.64390562e-19)	(6.90684516e+00 -2.21697717e+00 0.00000000e+00)
85             	p              	-5.34756230e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.35798432e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
85             	U              	(-1.37730826e-01 -5.72665038e-01 -1.71689900e-18)	(6.28482874e+00 3.49145090e-01 3.37159760e-17)	(1.25807696e+00 2.27361851e-01 2.44774998e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
86             	p              	-5.24417797e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.33644162e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
86             	U              	(-2.22692398e-02 -6.70990792e-01 -4.64486969e-19)	(5.99406450e+00 1.16697526e-01 -1.73672031e-17)	(1.25884753e+00 2.29080128e-01 2.36184668e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
87             	p              	-5.11759624e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.32233619e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
87             	U              	(-5.82927901e-02 -5.93850013e-01 -4.51909556e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.25831042e+00 2.31395035e-01 2.27985304e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
88             	p              	-4.96757225e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.32345960e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
88             	U              	(-2.42096592e-02 -6.03530168e-01 -2.25943751e-19)	(7.28029741e+00 1.16128087e-01 0.00000000e+00)	(1.25657963e+00 2.34147449e-01 2.20343900e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
89             	p              	-5.03353918e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.34134395e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
89             	U              	(-1.00560656e-01 -1.19752924e-01 -1.29405847e-18)	(4.28740951e+00 -8.12811260e-01 1.06017766e-17)	(1.25379335e+00 2.37180712e-01 2.13675873e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
90             	p              	-5.15482758e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.37119468e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
90             	U              	(-6.60144209e-02 -8.33826677e-02 -1.22214643e-18)	(4.53256992e+00 -8.12140896e-01 1.09980637e-17)	(1.25013822e+00 2.40315435e-01 2.08720682e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
91             	p              	-5.23993777e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.40995783e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
91             	U              	(-5.58817337e-02 -9.23890841e-02 -2.90254923e-19)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.24586915e+00 2.43335001e-01 2.06175776e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
92             	p              	-5.29510872e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.44439120e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
92             	U              	(-5.55640913e-02 -1.18191124e-01 -2.41876650e-19)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(8.13880191e-01 6.73706474e-01 5.06987103e-19)	(-7.99439823e-01 8.64881065e-01 -2.17817953e-17)
93             	p              	-5.33156458e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.46475344e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
93             	U              	(-9.54698412e-02 -1.08678826e-01 -3.86723708e-19)	(1.40762811e+00 -5.19338367e-01 0.00000000e+00)	(1.05259306e+00 5.50978304e-01 4.62309283e-19)	(-4.93380495e-01 1.07025663e+00 0.00000000e+00)
94             	p              	-5.34358530e-01	(-1.21582604e-01 -1.02709283e+00 0.00000000e+00)	5.47435803e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
94             	U              	(-1.39044533e-01 -7.76874602e-02 -6.98282689e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.04824530e+00 5.49294406e-01 4.61588527e-19)	(-4.93380495e-01 1.07025663e+00 0.00000000e+00)
95             	p              	-5.33408792e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47813184e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
95             	U              	(-1.28107702e-01 -1.26625265e-01 -6.51847934e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.22985714e+00 2.49774668e-01 2.22294934e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
96             	p              	-5.29800373e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48055158e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
96             	U              	(-1.16966463e-01 -1.64949027e-01 -5.94254012e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.22861157e+00 1.34898632e-01 1.82300904e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
97             	p              	-5.23591570e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48076383e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
97             	U              	(-2.03258222e-01 -1.38536204e-01 -2.30805626e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.22647829e+00 2.48228234e-01 2.37349303e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
98             	p              	-5.15075398e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47900120e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
98             	U              	(-1.98185700e-01 -1.77203413e-01 -1.63021092e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.22631124e+00 2.46454795e-01 2.44509567e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
99             	p              	-5.04237532e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48061245e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
99             	U              	(-2.18291936e-01 -1.72721923e-01 -2.61965595e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21736754e+00 1.18184712e-01 2.66182830e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
100            	p              	-4.91598492e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48843474e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
100            	U              	(-2.14944037e-01 -2.18475285e-01 -1.49272633e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.21728573e+00 1.09763608e-01 2.82549554e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
101            	p              	-4.80899285e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49724812e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
101            	U              	(-2.42261895e-01 -2.27034505e-01 -2.28652916e-19)	(2.99063029e+00 8.16357159e-01 1.47016673e-17)	(1.21903182e+00 1.01070655e-01 2.89047641e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
102            	p              	-4.89420666e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50230131e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
102            	U              	(-2.48180163e-01 -2.66010427e-01 -3.72131159e-19)	(3.18749452e+00 8.15818856e-01 -1.34646298e-17)	(1.22237669e+00 9.27735008e-02 2.85077043e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
103            	p              	-4.96890509e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50561129e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
103            	U              	(-2.52071487e-01 -2.86385785e-01 -3.06007911e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.22703374e+00 8.56517971e-02 2.73243618e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
104            	p              	-5.02711902e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.51043006e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
104            	U              	(-2.41326037e-01 -1.21473539e-01 -3.38952202e-19)	(2.06331657e+00 2.44486780e-01 0.00000000e+00)	(1.24038463e+00 1.41339344e-01 1.92219706e-19)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
105            	p              	-5.06094847e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.52003610e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
105            	U              	(-2.43347255e-01 -7.49632305e-02 -4.64802079e-19)	(2.06331657e+00 2.44486780e-01 0.00000000e+00)	(1.24152254e+00 2.32793723e-01 2.49836546e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
106            	p              	-5.06936015e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.53451683e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
106            	U              	(-2.86337264e-01 -2.00241515e-01 -2.95504017e-19)	(2.79283550e+00 1.09976269e-01 -1.02317444e-17)	(1.24519689e+00 7.39544977e-02 2.14227430e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
107            	p              	-5.05840971e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.54677896e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
107            	U              	(-2.72891307e-01 -2.57312020e-01 -5.74040568e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.25120611e+00 7.37028854e-02 1.90485431e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
108            	p              	-5.02353581e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.55911457e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
108            	U              	(-2.87882693e-01 -1.52454237e-01 -2.71055702e-19)	(3.09346251e+00 -1.17981676e-01 3.97282477e-17)	(1.24697647e+00 2.33235881e-01 2.35789689e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
109            	p              	-4.96745348e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.57101594e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
109            	U              	(-2.82339821e-01 -1.42968810e-01 -1.27773707e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.24766013e+00 2.34366158e-01 2.30482096e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
110            	p              	-4.89141916e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.58196459e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
110            	U              	(-2.75345476e-01 -6.46404106e-02 -1.37234576e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.24765890e+00 2.35907331e-01 2.25098230e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
111            	p              	-4.80120631e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.58946203e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
111            	U              	(-2.89791468e-01 -4.51453522e-02 -1.37264308e-18)	(3.44418941e+00 -5.85804498e-01 0.00000000e+00)	(1.24693537e+00 2.37794114e-01 2.19848983e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
112            	p              	-4.70563940e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.59159429e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
112            	U              	(-2.56240339e-01 -9.67101197e-02 -2.23961204e-19)	(3.90812275e+00 -3.52244937e-01 0.00000000e+00)	(1.24873534e+00 1.58727699e-01 1.03515609e-19)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
113            	p              	-4.60261447e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.59243253e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
113            	U              	(-2.64510829e-01 -1.27057643e-01 -1.08686892e-18)	(4.28740951e+00 -8.12811260e-01 1.06017766e-17)	(1.24340474e+00 2.42261470e-01 2.10730763e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
114            	p              	-4.64875593e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.59114630e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
114            	U              	(-1.51679985e-01 -1.49427522e-01 -1.26302774e-18)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.24070989e+00 2.44674664e-01 2.06972394e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
115            	p              	-4.72539192e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.58874723e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
115            	U              	(-1.04504493e-01 -1.42193715e-01 -7.93777757e-19)	(4.86867407e+00 -3.50992127e-01 -1.99869807e-17)	(1.23751623e+00 2.47091612e-01 2.04028815e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
116            	p              	-4.78921935e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.58552312e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
116            	U              	(-5.61666760e-02 -2.45264082e-01 -1.26201236e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.23395563e+00 2.49415627e-01 2.02217259e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
117            	p              	-4.84002290e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.57959323e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
117            	U              	(-5.55981907e-02 -1.61644125e-01 -1.55714115e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.23020164e+00 2.51526610e-01 2.01899032e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
118            	p              	-4.87258474e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.57381406e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
