# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
1.86000000e-01	U              	(-2.12774871e-02 -6.98582171e-02 1.20454840e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.05265855e-02 2.53905269e-02 1.52807013e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.86500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.47417413e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.86500000e-01	U              	(-2.12642952e-02 -6.98357806e-02 1.20472122e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.04889337e-02 2.53949599e-02 1.52773457e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.87000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.47566068e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.87000000e-01	U              	(-2.12512112e-02 -6.98135645e-02 1.20489254e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.04516439e-02 2.53993878e-02 1.52740125e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.87500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.47713452e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.87500000e-01	U              	(-2.12382339e-02 -6.97915502e-02 1.20506232e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.04147191e-02 2.54038107e-02 1.52707019e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.88000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.47859580e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.88000000e-01	U              	(-2.12253614e-02 -6.97697440e-02 1.20523058e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.03781657e-02 2.54082356e-02 1.52674138e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.88500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.48004474e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.88500000e-01	U              	(-2.12125979e-02 -6.97481447e-02 1.20539733e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.03419864e-02 2.54126635e-02 1.52641485e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.89000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.48148153e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.89000000e-01	U              	(-2.11999447e-02 -6.97267553e-02 1.20556258e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.03061854e-02 2.54170963e-02 1.52609061e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.89500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.48290640e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.89500000e-01	U              	(-2.11874033e-02 -6.97055762e-02 1.20572634e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.02707653e-02 2.54215359e-02 1.52576867e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.90000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.48431953e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.90000000e-01	U              	(-2.11749742e-02 -6.96846085e-02 1.20588859e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.02357279e-02 2.54259840e-02 1.52544902e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.90500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.48572116e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.90500000e-01	U              	(-2.11626578e-02 -6.96638524e-02 1.20604934e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.02010741e-02 2.54304420e-02 1.52513168e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.91000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.48711149e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.91000000e-01	U              	(-2.11504545e-02 -6.96433084e-02 1.20620860e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.01668041e-02 2.54349113e-02 1.52481664e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.91500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.48849074e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.91500000e-01	U              	(-2.11383646e-02 -6.96229761e-02 1.20636637e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.01329176e-02 2.54393907e-02 1.52450390e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.92000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.48985913e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.92000000e-01	U              	(-2.11263879e-02 -6.96028555e-02 1.20652266e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.00994145e-02 2.54438807e-02 1.52419346e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.92500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.49121686e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.92500000e-01	U              	(-2.11145240e-02 -6.95829456e-02 1.20667747e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.00662919e-02 2.54483845e-02 1.52388533e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.93000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.49256417e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.93000000e-01	U              	(-2.11027726e-02 -6.95632459e-02 1.20683082e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.00335490e-02 2.54529035e-02 1.52357950e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.93500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.49390126e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.93500000e-01	U              	(-2.10911333e-02 -6.95437548e-02 1.20698271e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.00011845e-02 2.54574394e-02 1.52327599e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.94000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.49522834e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.94000000e-01	U              	(-2.10796050e-02 -6.95244712e-02 1.20713315e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(5.99691955e-02 2.54619920e-02 1.52297477e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.94500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.49654562e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.94500000e-01	U              	(-2.10681904e-02 -6.95053922e-02 1.20728216e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(5.99375675e-02 2.54665135e-02 1.52267584e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.95000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.49785331e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.95000000e-01	U              	(-2.10568897e-02 -6.94865163e-02 1.20742976e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(5.99063095e-02 2.54710394e-02 1.52237901e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.95500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.49915162e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.95500000e-01	U              	(-2.10456836e-02 -6.94678545e-02 1.20757596e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(5.98753313e-02 2.54755977e-02 1.52208454e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.96000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.50044077e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.96000000e-01	U              	(-2.10345867e-02 -6.94493935e-02 1.20772081e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(5.98447503e-02 2.54801833e-02 1.52179245e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.96500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.50172093e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.96500000e-01	U              	(-2.10235910e-02 -6.94311223e-02 1.20786427e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(5.98145295e-02 2.54848041e-02 1.52150259e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.97000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.50299231e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.97000000e-01	U              	(-2.10127059e-02 -6.94130442e-02 1.20800639e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(5.97846469e-02 2.54894198e-02 1.52121484e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.97500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.50425510e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.97500000e-01	U              	(-2.10019314e-02 -6.93951589e-02 1.20814717e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(4.82577255e-02 4.18475965e-02 1.53341694e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.98000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.50550949e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.98000000e-01	U              	(-2.09912621e-02 -6.93774665e-02 1.20828662e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(4.82446751e-02 4.18241590e-02 1.53307341e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.98500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.50675566e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.98500000e-01	U              	(-2.09806961e-02 -6.93599623e-02 1.20842474e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(4.82318401e-02 4.18009696e-02 1.53273256e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.99000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.50799378e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.99000000e-01	U              	(-2.09702367e-02 -6.93426444e-02 1.20856155e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(4.82192249e-02 4.17780140e-02 1.53239441e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.99500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.50922405e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.99500000e-01	U              	(-2.09598832e-02 -6.93255118e-02 1.20869708e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(4.82067947e-02 4.17552978e-02 1.53205897e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
2.00000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.51044664e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
2.00000000e-01	U              	(-2.09496288e-02 -6.93085597e-02 1.20883135e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(4.81945567e-02 4.17328224e-02 1.53172620e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
