# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
9.20000000e-02	U              	(-7.39704838e-03 -7.12145285e-02 1.33809234e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58851163e-02 3.66495225e-02 1.46199234e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.25000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86918971e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
9.25000000e-02	U              	(-7.39708684e-03 -7.12139964e-02 1.33808353e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58850932e-02 3.66495097e-02 1.46198028e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.30000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85898920e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
9.30000000e-02	U              	(-7.39715137e-03 -7.12135158e-02 1.33807453e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58852798e-02 3.66496683e-02 1.46196965e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.35000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84922477e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
9.35000000e-02	U              	(-7.39724055e-03 -7.12130860e-02 1.33806537e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58856661e-02 3.66499901e-02 1.46196042e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.40000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.83995211e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
9.40000000e-02	U              	(-7.39735291e-03 -7.12127064e-02 1.33805610e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58862416e-02 3.66504665e-02 1.46195255e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.45000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.83122234e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
9.45000000e-02	U              	(-7.39748698e-03 -7.12123765e-02 1.33804676e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58869956e-02 3.66510889e-02 1.46194603e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.50000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.82308171e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
9.50000000e-02	U              	(-7.39764121e-03 -7.12120960e-02 1.33803741e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58879172e-02 3.66518482e-02 1.46194084e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.55000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.81557124e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
9.55000000e-02	U              	(-7.39781397e-03 -7.12118649e-02 1.33802810e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58889948e-02 3.66527348e-02 1.46193695e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.60000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.80872636e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
9.60000000e-02	U              	(-7.39800355e-03 -7.12116831e-02 1.33801892e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58902162e-02 3.66537387e-02 1.46193436e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.65000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.80257651e+01	(1.43951181e-04 1.45036143e-03 1.50000000e-03)
9.65000000e-02	U              	(-7.39820812e-03 -7.12115508e-02 1.33800993e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58915685e-02 3.66548494e-02 1.46193307e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.70000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.79714483e+01	(1.43951181e-04 1.45036143e-03 1.50000000e-03)
9.70000000e-02	U              	(-7.39842574e-03 -7.12114680e-02 1.33800122e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58930382e-02 3.66560556e-02 1.46193305e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.75000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.79244790e+01	(1.43951181e-04 1.45036143e-03 1.50000000e-03)
9.75000000e-02	U              	(-7.39865439e-03 -7.12114348e-02 1.33799285e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58946109e-02 3.66573454e-02 1.46193430e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.80000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.78849556e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
9.80000000e-02	U              	(-7.39889194e-03 -7.12114508e-02 1.33798491e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58962714e-02 3.66587065e-02 1.46193678e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.85000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.78529085e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
9.85000000e-02	U              	(-7.39913616e-03 -7.12115153e-02 1.33797747e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58980040e-02 3.66601258e-02 1.46194048e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.90000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.78283011e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
9.90000000e-02	U              	(-7.39938481e-03 -7.12116272e-02 1.33797058e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58997925e-02 3.66615901e-02 1.46194534e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.95000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.78110312e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
9.95000000e-02	U              	(-7.39963564e-03 -7.12117849e-02 1.33796431e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59016201e-02 3.66630856e-02 1.46195130e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.00000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.78009342e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.00000000e-01	U              	(-7.39988644e-03 -7.12119861e-02 1.33795870e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59034703e-02 3.66645988e-02 1.46195830e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.00500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.77977879e+01	(1.45036143e-03 1.43951181e-04 1.50000000e-03)
1.00500000e-01	U              	(-7.40013500e-03 -7.12122281e-02 1.33795378e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59053264e-02 3.66661162e-02 1.46196625e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.01000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.78013168e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.01000000e-01	U              	(-7.40037962e-03 -7.12125073e-02 1.33794956e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59071725e-02 3.66676246e-02 1.46197506e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.01500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.78111980e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.01500000e-01	U              	(-7.40061569e-03 -7.12128205e-02 1.33794606e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59089927e-02 3.66691115e-02 1.46198460e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.02000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.78270682e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.02000000e-01	U              	(-7.40084660e-03 -7.12131628e-02 1.33794326e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59107727e-02 3.66705647e-02 1.46199478e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.02500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.78485296e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.02500000e-01	U              	(-7.40106713e-03 -7.12135304e-02 1.33794116e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59124986e-02 3.66719733e-02 1.46200546e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.03000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.78751568e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.03000000e-01	U              	(-7.40127615e-03 -7.12139184e-02 1.33793973e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141581e-02 3.66733271e-02 1.46201652e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.03500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.79065031e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.03500000e-01	U              	(-7.40147262e-03 -7.12143220e-02 1.33793894e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59157400e-02 3.66746172e-02 1.46202785e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.04000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.79421065e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.04000000e-01	U              	(-7.40165560e-03 -7.12147365e-02 1.33793875e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59172347e-02 3.66758358e-02 1.46203931e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.04500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.79814954e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.04500000e-01	U              	(-7.40182426e-03 -7.12151574e-02 1.33793913e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59186339e-02 3.66769761e-02 1.46205079e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.05000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.80241932e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.05000000e-01	U              	(-7.40197797e-03 -7.12155804e-02 1.33794004e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59199307e-02 3.66780326e-02 1.46206219e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.05500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.80697231e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.05500000e-01	U              	(-7.40211626e-03 -7.12160016e-02 1.33794143e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59211198e-02 3.66790010e-02 1.46207341e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.06000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.81176113e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.06000000e-01	U              	(-7.40223882e-03 -7.12164174e-02 1.33794326e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59221969e-02 3.66798778e-02 1.46208436e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.06500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.81673906e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.06500000e-01	U              	(-7.40234548e-03 -7.12168244e-02 1.33794550e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59231591e-02 3.66806607e-02 1.46209496e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.07000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.82186029e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.07000000e-01	U              	(-7.40243623e-03 -7.12172199e-02 1.33794811e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59240047e-02 3.66813482e-02 1.46210515e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.07500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.82708011e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.07500000e-01	U              	(-7.40251117e-03 -7.12176014e-02 1.33795104e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59247328e-02 3.66819398e-02 1.46211486e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.08000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.83235513e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.08000000e-01	U              	(-7.40257049e-03 -7.12179667e-02 1.33795428e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59253437e-02 3.66824355e-02 1.46212406e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.08500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.83764344e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.08500000e-01	U              	(-7.40261446e-03 -7.12183141e-02 1.33795778e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59258381e-02 3.66828361e-02 1.46213271e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.09000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84290472e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.09000000e-01	U              	(-7.40264346e-03 -7.12186422e-02 1.33796152e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59262177e-02 3.66831429e-02 1.46214077e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.09500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.84810044e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.09500000e-01	U              	(-7.40265790e-03 -7.12189497e-02 1.33796547e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59264849e-02 3.66833578e-02 1.46214822e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.10000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85319395e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.10000000e-01	U              	(-7.40265829e-03 -7.12192355e-02 1.33796959e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59266423e-02 3.66834831e-02 1.46215504e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.10500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85815066e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.10500000e-01	U              	(-7.40264518e-03 -7.12194989e-02 1.33797386e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59266935e-02 3.66835216e-02 1.46216121e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.11000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86293815e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.11000000e-01	U              	(-7.40261917e-03 -7.12197390e-02 1.33797824e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59266423e-02 3.66834764e-02 1.46216673e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.11500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86752637e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.11500000e-01	U              	(-7.40258093e-03 -7.12199554e-02 1.33798271e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59264931e-02 3.66833511e-02 1.46217159e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.12000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87188774e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.12000000e-01	U              	(-7.40253120e-03 -7.12201474e-02 1.33798722e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59262506e-02 3.66831497e-02 1.46217577e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.12500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87599734e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.12500000e-01	U              	(-7.40247074e-03 -7.12203147e-02 1.33799175e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59259201e-02 3.66828766e-02 1.46217928e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.13000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87983303e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.13000000e-01	U              	(-7.40240040e-03 -7.12204570e-02 1.33799626e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59255073e-02 3.66825363e-02 1.46218212e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.13500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.88337556e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.13500000e-01	U              	(-7.40232106e-03 -7.12205740e-02 1.33800071e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59250184e-02 3.66821340e-02 1.46218428e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.14000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.88660870e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.14000000e-01	U              	(-7.40223365e-03 -7.12206657e-02 1.33800508e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59244598e-02 3.66816749e-02 1.46218578e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.14500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.88951926e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.14500000e-01	U              	(-7.40213915e-03 -7.12207323e-02 1.33800932e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59238384e-02 3.66811647e-02 1.46218662e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.15000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89209720e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.15000000e-01	U              	(-7.40203856e-03 -7.12207738e-02 1.33801340e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59231613e-02 3.66806092e-02 1.46218682e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.15500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89433558e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.15500000e-01	U              	(-7.40193291e-03 -7.12207908e-02 1.33801729e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59224360e-02 3.66800146e-02 1.46218639e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.16000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89623054e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.16000000e-01	U              	(-7.40182325e-03 -7.12207838e-02 1.33802097e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59216701e-02 3.66793871e-02 1.46218536e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.16500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89778125e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.16500000e-01	U              	(-7.40171062e-03 -7.12207538e-02 1.33802441e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59208712e-02 3.66787329e-02 1.46218375e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.17000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89898976e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.17000000e-01	U              	(-7.40159608e-03 -7.12207015e-02 1.33802759e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59200472e-02 3.66780585e-02 1.46218160e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.17500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89986091e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.17500000e-01	U              	(-7.40148062e-03 -7.12206284e-02 1.33803050e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59192058e-02 3.66773701e-02 1.46217895e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.18000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.90040212e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.18000000e-01	U              	(-7.40136523e-03 -7.12205357e-02 1.33803311e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59183545e-02 3.66766739e-02 1.46217583e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.18500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.90062324e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.18500000e-01	U              	(-7.40125087e-03 -7.12204249e-02 1.33803542e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59175007e-02 3.66759760e-02 1.46217230e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.19000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.90053629e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.19000000e-01	U              	(-7.40113813e-03 -7.12202979e-02 1.33803743e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59166515e-02 3.66752821e-02 1.46216839e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.19500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.90015524e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.19500000e-01	U              	(-7.40102926e-03 -7.12201562e-02 1.33803914e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59158136e-02 3.66745976e-02 1.46216416e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.20000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89949582e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.20000000e-01	U              	(-7.40092294e-03 -7.12200019e-02 1.33804054e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59149934e-02 3.66739278e-02 1.46215966e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.20500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89857525e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.20500000e-01	U              	(-7.40082074e-03 -7.12198369e-02 1.33804164e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141968e-02 3.66732774e-02 1.46215494e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.21000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89741201e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.21000000e-01	U              	(-7.40072358e-03 -7.12196630e-02 1.33804245e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59134290e-02 3.66726509e-02 1.46215005e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.21500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89602564e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.21500000e-01	U              	(-7.40063191e-03 -7.12194820e-02 1.33804297e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59126950e-02 3.66720520e-02 1.46214504e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.22000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89443648e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.22000000e-01	U              	(-7.40054614e-03 -7.12192960e-02 1.33804322e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59119991e-02 3.66714844e-02 1.46213997e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.22500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89266551e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.22500000e-01	U              	(-7.40046667e-03 -7.12191067e-02 1.33804322e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59113450e-02 3.66709511e-02 1.46213486e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.23000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89073415e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.23000000e-01	U              	(-7.40039381e-03 -7.12189157e-02 1.33804296e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59107360e-02 3.66704547e-02 1.46212978e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
