# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
0.66            	U               	(-1.25429268e-01 -2.82881290e-01 -6.25960441e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(3.15289392e-02 9.91959937e-02 5.00669964e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.66            	p               	-8.80562385e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.26231841e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.67            	U               	(-1.26227453e-01 -2.85510715e-01 -6.21296153e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(3.23427457e-02 9.97280551e-02 4.98986293e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.67            	p               	-8.80280522e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.26303661e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.68            	U               	(-1.26997739e-01 -2.88108250e-01 -6.16518666e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(3.31357653e-02 1.00246926e-01 4.97294805e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.68            	p               	-8.80003696e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.26371409e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.69            	U               	(-1.82212246e-01 -2.02962094e-01 -4.61355961e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(3.39074850e-02 1.00752401e-01 4.95382976e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.69            	p               	-8.79719829e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.26456767e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.7             	U               	(-1.83339185e-01 -2.04905289e-01 -4.54525747e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(3.46520057e-02 1.01248200e-01 4.93960881e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.7             	p               	-8.79446203e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.26524598e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.71            	U               	(-1.84423036e-01 -2.06827363e-01 -4.47982383e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(3.53741458e-02 1.01734007e-01 4.92599423e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.71            	p               	-8.79214094e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.26592447e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.72            	U               	(-1.85464523e-01 -2.08728035e-01 -4.41237051e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(3.60757528e-02 1.02208814e-01 4.90989028e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.72            	p               	-8.78973636e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.26656813e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.73            	U               	(-1.86464167e-01 -2.10607487e-01 -4.34956944e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(3.67592275e-02 1.02673398e-01 4.89622122e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.73            	p               	-8.78749154e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.26724546e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.74            	U               	(-1.87422843e-01 -2.12465939e-01 -4.28365816e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(3.74243574e-02 1.03126951e-01 4.87993079e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.74            	p               	-8.78511963e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.26788201e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.75            	U               	(-1.88341242e-01 -2.14303668e-01 -4.22164185e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(3.80727893e-02 1.03569372e-01 4.86587280e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.75            	p               	-8.78293019e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.26854400e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.76            	U               	(-1.89220238e-01 -2.16120509e-01 -4.15951005e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(3.87054004e-02 1.04001091e-01 4.85250571e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.76            	p               	-8.78085138e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.26918409e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.77            	U               	(-1.90060179e-01 -2.17915575e-01 -4.09643714e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(3.93215341e-02 1.04422404e-01 4.83794049e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.77            	p               	-8.77875338e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.26978326e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.78            	U               	(-1.90862204e-01 -2.19690573e-01 -4.03953403e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(3.99219771e-02 1.04833940e-01 4.82395859e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.78            	p               	-8.77670172e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27046312e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.79            	U               	(-1.91630145e-01 -2.21447985e-01 -3.98555184e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(4.05056390e-02 1.05241119e-01 4.80773737e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.79            	p               	-8.77464265e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27122737e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.8             	U               	(-1.92358449e-01 -2.23184773e-01 -3.92180289e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(4.10719958e-02 1.05647137e-01 4.79111839e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.8             	p               	-8.77267361e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27170538e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.81            	U               	(-1.93050436e-01 -2.24902815e-01 -3.86755938e-21)	(8.17817762e-01 7.32030522e-01 5.00000000e-01)	(4.16240829e-02 1.06045725e-01 4.77776025e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.81            	p               	-8.77081958e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27238874e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.82            	U               	(-1.35171323e-01 -3.21301586e-01 -5.61356382e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.21580404e-02 1.06437341e-01 4.76462460e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.82            	p               	-8.76890450e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27283602e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.83            	U               	(-1.35592188e-01 -3.23450813e-01 -5.58153416e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.26783559e-02 1.06818413e-01 4.74769225e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.83            	p               	-8.76707887e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27345878e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.84            	U               	(-1.35994193e-01 -3.25572111e-01 -5.54997007e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.31845708e-02 1.07191442e-01 4.73253149e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.84            	p               	-8.76522273e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27406955e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.85            	U               	(-1.36378117e-01 -3.27666267e-01 -5.51993561e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.36790538e-02 1.07557236e-01 4.71942389e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.85            	p               	-8.76358780e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27469789e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.86            	U               	(-1.36745132e-01 -3.29734772e-01 -5.48777235e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.41614431e-02 1.07914922e-01 4.70440793e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.86            	p               	-8.76183591e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27530958e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.87            	U               	(-1.37095351e-01 -3.31776641e-01 -5.45647323e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.46327645e-02 1.08264045e-01 4.69181584e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.87            	p               	-8.76026637e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27588306e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.88            	U               	(-1.37427403e-01 -3.33786731e-01 -5.41754353e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.50929295e-02 1.08603988e-01 4.68004122e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.88            	p               	-8.75878931e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27627097e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.89            	U               	(-1.37742920e-01 -3.35768786e-01 -5.38818622e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.55380783e-02 1.08944250e-01 4.66756493e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.89            	p               	-8.75751539e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27685148e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.9             	U               	(-1.38042917e-01 -3.37724211e-01 -5.35911928e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.59771002e-02 1.09283738e-01 4.65103919e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.9             	p               	-8.75583712e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27742221e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.91            	U               	(-1.38328292e-01 -3.39653643e-01 -5.33110656e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.64149469e-02 1.09620896e-01 4.63580285e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.91            	p               	-8.75426166e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27800880e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.92            	U               	(-1.38596019e-01 -3.41557672e-01 -5.30211806e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.68387795e-02 1.09950181e-01 4.61876368e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.92            	p               	-8.75257705e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27842482e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.93            	U               	(-1.38848428e-01 -3.43436211e-01 -5.27244518e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.72573273e-02 1.10281145e-01 4.60027284e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.93            	p               	-8.75089891e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27892796e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.94            	U               	(-1.39086766e-01 -3.45289370e-01 -5.24602324e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.76616498e-02 1.10603149e-01 4.58505490e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.94            	p               	-8.74929698e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27946332e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.95            	U               	(-1.39311557e-01 -3.47117315e-01 -5.21951749e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.80511343e-02 1.10916183e-01 4.57308737e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.95            	p               	-8.74799593e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.27997809e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.96            	U               	(-1.39523211e-01 -3.48920328e-01 -5.19003245e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.84267405e-02 1.11221438e-01 4.55969662e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.96            	p               	-8.74661094e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28044655e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.97            	U               	(-1.39722050e-01 -3.50698707e-01 -5.16427584e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(4.87950103e-02 1.11520229e-01 4.54895061e-21)	(2.57691531e-01 8.86825272e-01 5.00000000e-01)
0.97            	p               	-8.74542571e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28094680e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.98            	U               	(-1.39908415e-01 -3.52452937e-01 -5.13927455e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.88350207e-02 1.37696424e-01 5.06809234e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
0.98            	p               	-8.74421020e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28144954e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
0.99            	U               	(-1.40081098e-01 -3.54183088e-01 -5.10946768e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.88792012e-02 1.37763014e-01 5.05511965e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
0.99            	p               	-8.74289351e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28179766e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1               	U               	(-1.40242238e-01 -3.55890458e-01 -5.08726506e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.89198874e-02 1.37826773e-01 5.04091528e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1               	p               	-8.74139724e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28235751e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.01            	U               	(-1.40392731e-01 -3.57575142e-01 -5.06389616e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.89575672e-02 1.37888119e-01 5.02827468e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.01            	p               	-8.74009873e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28286132e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.02            	U               	(-1.40533284e-01 -3.59237585e-01 -5.04066126e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.89927938e-02 1.37947308e-01 5.01682343e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.02            	p               	-8.73895394e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28335012e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.03            	U               	(-1.40663883e-01 -3.60877587e-01 -5.01670564e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.90257255e-02 1.38004395e-01 5.00546682e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.03            	p               	-8.73781894e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28381190e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.04            	U               	(-1.40782135e-01 -3.62492324e-01 -4.98910407e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.90560624e-02 1.38059485e-01 4.99146995e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.04            	p               	-8.73630853e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28415979e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.05            	U               	(-1.40888093e-01 -3.64081789e-01 -4.96369713e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.90841535e-02 1.38112578e-01 4.98012832e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.05            	p               	-8.73515777e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28453860e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.06            	U               	(-1.40983281e-01 -3.65647730e-01 -4.94066576e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.91103736e-02 1.38163797e-01 4.96961730e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.06            	p               	-8.73411427e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28496598e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.07            	U               	(-1.41069093e-01 -3.67192290e-01 -4.92023598e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.91346646e-02 1.38213087e-01 4.95861392e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.07            	p               	-8.73300780e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28544080e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.08            	U               	(-1.41146041e-01 -3.68715546e-01 -4.89878276e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.91573268e-02 1.38260396e-01 4.94824125e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.08            	p               	-8.73204768e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28587718e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.09            	U               	(-1.41214362e-01 -3.70217758e-01 -4.87735622e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.91782960e-02 1.38306138e-01 4.93835174e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.09            	p               	-8.73103082e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28630764e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.1             	U               	(-1.41274291e-01 -3.71699192e-01 -4.85629686e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.91976659e-02 1.38350266e-01 4.92842560e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.1             	p               	-8.73006476e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28673261e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.11            	U               	(-1.41326141e-01 -3.73159765e-01 -4.83520592e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.92155168e-02 1.38392879e-01 4.91881604e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.11            	p               	-8.72912772e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28713897e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.12            	U               	(-1.41369927e-01 -3.74600203e-01 -4.81735538e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.92318612e-02 1.38433999e-01 4.90917036e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.12            	p               	-8.72818289e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28758400e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.13            	U               	(-1.41406193e-01 -3.76020299e-01 -4.79519305e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.92465774e-02 1.38473556e-01 4.89904609e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.13            	p               	-8.72717044e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28796097e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.14            	U               	(-1.41435356e-01 -3.77420041e-01 -4.77209110e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.92598592e-02 1.38511750e-01 4.88974381e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.14            	p               	-8.72626385e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28831348e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.15            	U               	(-1.41457433e-01 -3.78800028e-01 -4.75277408e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.92717712e-02 1.38548605e-01 4.88040951e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.15            	p               	-8.72534701e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28870841e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.16            	U               	(-1.41472593e-01 -3.80160616e-01 -4.73472938e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.92826133e-02 1.38584313e-01 4.87180313e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.16            	p               	-8.72451836e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28910963e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.17            	U               	(-1.41480991e-01 -3.81502248e-01 -4.71532859e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.92920220e-02 1.38618566e-01 4.86185487e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
1.17            	p               	-8.72351864e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.28948890e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
1.18            	U               	(-1.41482954e-01 -3.82825134e-01 -4.69688830e-21)	(9.01864000e-01 7.57608112e-01 5.00000000e-01)	(2.93002097e-02 1.38651595e-01 4.85316966e-21)	(1.60933374e-01 9.14420042e-01 5.00000000e-01)
